,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
10,127.5140562248996,127.75806451612904,-328743.2054233695,-327634.21499600407,-3294.563111686747,-2800.0491734475804,-588161.0610648193,-591081.3652643226,1169376.0940227392,1162391.6269180726,-733025.8472011365,-735148.3682551936,-869335.8074539881,-871646.6502164436,-830589.1306125984,-834084.6813748912,-1020107.1761729879,-1023552.8599067581,-3760700.977908843,-3760809.375720988,-3245607.6057351287,-3244426.5345978187,-3252665.517518643,-3251457.6392123187,-2975375.571101775,-2974465.9828887545,-2961987.4535482326,-2961774.287454536,-555183.0926288876,-548703.8248385848,-3140067.171081819,-3138260.949181359,-2628905.760522622,-2628602.3160110405,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429402.0283206,1679429403.0274742,0.004016064257028112,0.0
11,128.5,124.05622489959839,-325386.66574796796,-324353.9992892691,-3442.62855562,-3744.2091154257027,-596717.522229828,-599262.20844849,1142825.2690822242,1135191.14431251,-738009.947777948,-739950.2582088634,-875102.4240377479,-877253.947935988,-838483.213482276,-841598.0983249076,-1029936.768762692,-1033226.4544846023,-3758445.885949832,-3758374.20332149,-3238666.688760124,-3237341.532074329,-3245742.193906568,-3244398.2718724175,-2969413.8364092996,-2968315.4575367835,-2956026.7086060517,-2955142.6190594975,-533980.068681252,-528343.2536131968,-3130998.190521972,-3129049.613836478,-2625253.1966273077,-2624806.3557965504,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429405.629537,1679429406.6288817,0.008,0.0
12,127.2741935483871,127.53225806451613,-321632.06644825,-320722.1355837701,-2252.0067511411294,-2003.0285065927421,-605685.393757383,-607343.7908105485,1116735.5290105243,1109530.7924399555,-743701.5574487863,-744390.9696076007,-881573.3231028104,-882501.9731927541,-847802.7155587218,-848859.0928897862,-1040496.2724461693,-1042540.9963295402,-3756982.7303923503,-3755729.028977093,-3232611.0628764313,-3230083.467768407,-3239673.1751286895,-3237178.4219435323,-2964255.354882903,-2961988.669524859,-2950972.6670678835,-2948087.8124918747,-512023.7491216734,-506023.6381878065,-3122741.93256131,-3119635.7091923147,-2622420.5913853147,-2620820.506428266,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429409.2434428,1679429410.239938,0.012096774193548387,0.0
13,131.40322580645162,126.0,-318526.822950871,-317788.66800401616,-2022.827105,-2149.982988615385,-613758.512904617,-615802.3925943199,1090216.927650359,1082728.8559738058,-748310.386933133,-749882.251734154,-887015.1970558227,-888816.5449023319,-855290.8037516533,-857637.8464392794,-1049991.25239246,-1052917.2915537006,-3754545.1104290728,-3754193.2904217,-3225590.5508257383,-3224021.7665107492,-3232680.802482166,-3231108.382927656,-2958229.0945710684,-2956882.02185662,-2944463.438193097,-2942990.2059918987,-490551.9820302016,-484746.6234892793,-3113633.645004407,-3111447.114706741,-2618706.125135915,-2618012.052870477,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429412.8450053,1679429413.8361945,0.016129032258064516,0.0
14,127.14516129032258,127.40322580645162,-315959.6392983548,-315290.6249088951,-2880.463539766129,-3080.528236185484,-621706.4637249516,-623797.2026398992,1062549.6917733832,1054853.6198772339,-753364.9628366652,-754713.0672051209,-892927.5218739032,-894520.0057957581,-863492.5088796453,-865647.7246460323,-1059989.0038261856,-1062707.236962613,-3752653.3460223186,-3752093.3937253268,-3219200.12219379,-3217403.3123235884,-3226292.2340921895,-3224497.295279351,-2952779.063673355,-2951248.9454447175,-2938881.064058528,-2937285.151667524,-469924.0596261613,-464318.99270278227,-3105125.125411524,-3102761.599318105,-2615590.6265139515,-2614710.3492041733,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429416.4561703,1679429417.4532783,0.020161290322580645,0.0
15,127.5140562248996,127.71084337349397,-1322918.615861458,-1321782.0894400843,-12813.12943008032,-12953.147220457831,-1187751.3241816387,-1188798.1549375704,-24655.109495120483,-24758.14080375502,-1084531.778335759,-1085352.5494728754,-1286133.9115940002,-1287356.2148544658,-1508996.9466203174,-1510547.7224997147,-1603025.7847669919,-1605596.3021653255,-2384570.258811743,-2386256.511038048,-1291155.044092996,-1292114.7967613293,-1345929.2358836906,-1346804.8167297912,-1546863.2232562974,-1547537.1536656867,-1684874.9839321044,-1685374.5298013373,-50571.54678071084,-50622.52383871486,-2531037.713499149,-2531097.036644715,-2518449.0925307465,-2518477.1340059717,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679431158.022745,1679431159.0214374,0.004016064257028112,0.0
16,130.5,124.0,-1318595.671724736,-1317299.9732980924,-12073.300131972,-12176.319074389556,-1191764.935703852,-1191863.6207475422,-24436.349682372,-24447.87489241767,-1087793.388818892,-1087631.7336952933,-1290792.312478132,-1291035.8118091084,-1515335.449616364,-1516320.478994542,-1612328.615227776,-1614556.9064648997,-2390688.3061752557,-2391830.809894759,-1294735.2395934,-1295105.309362498,-1349199.755334844,-1349512.5016671245,-1549396.570610612,-1549527.2474271085,-1686849.9949991999,-1686534.2848018154,-49949.46908350401,-49813.14508958233,-2531288.74102696,-2530844.430693815,-2518596.4964146963,-2518143.3185121766,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679431161.6262684,1679431162.6262305,0.008,0.0
17,127.35059760956176,127.452,-1314378.612026777,-1313273.453864256,-12413.773458729083,-12491.259156624,-1195467.851581044,-1196600.939822336,-24622.78214122709,-24739.211885836,-1090758.9193741712,-1091671.99226282,-1295130.2079934306,-1296427.479794908,-1521251.294876036,-1523011.250378048,-1621509.539890518,-1624228.4837041239,-2396519.026445809,-2398295.6333512524,-1297984.0808626811,-1299054.6888178082,-1352144.3866107808,-1353134.635822108,-1551659.638884801,-1552455.7977266358,-1688696.4537056414,-1689293.8975445959,-49815.4856786494,-49899.099337968,-2531310.799995275,-2531476.3154359357,-2518553.492157052,-2518694.523655708,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679431165.2295418,1679431166.233662,0.01195219123505976,0.0
18,130.26,130.9156626506024,-1310033.3964864558,-1308648.975668008,-11999.3827342,-10944.551600606428,-1199228.0952010322,-1200551.1330491647,-24355.932754976002,-23952.094888144577,-1093726.513114728,-1094871.5574401848,-1299518.5973070478,-1301020.2078713896,-1527437.687568412,-1529519.23472349,-1630231.4098157159,-1633222.4335404339,-2402388.2062898083,-2404178.4068860244,-1301392.247127556,-1302512.9144573414,-1355259.0571950679,-1356287.4759131966,-1554046.0474546,-1554883.6754824177,-1689688.701592496,-1690485.607874418,-48754.976124152,-48316.21590903213,-2531429.4733321,-2531622.1399833737,-2518613.733364764,-2518784.437637859,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679431168.839014,1679431169.8406537,0.016,0.0
19,127.092,127.20481927710843,-1305804.8591381279,-1304533.869784012,-11717.508282364,-10997.954496204818,-1203031.3135423078,-1204069.2437668073,-24166.894932627998,-23769.471979779115,-1096695.0944298601,-1097550.7570989158,-1303897.979962592,-1305138.870645012,-1534455.078894516,-1536704.3543241767,-1639318.644919236,-1641916.4650110602,-2408168.5240469724,-2409778.5174295385,-1304722.785082172,-1305676.2367431605,-1358289.676939216,-1359161.7809870804,-1556405.7050234762,-1557058.7490493653,-1691112.471951556,-1691031.597975703,-47975.931641556,-47125.33004516064,-2531488.4733544034,-2531525.358545618,-2518603.5946135046,-2518616.055214454,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679431172.4397602,1679431173.438646,0.02,0.0
20,127.34538152610442,127.5421686746988,-418354.617146747,-417852.3782962169,-11571.585357096386,-10829.304928987953,-1548653.9028326508,-1549502.312575024,-1500724.8880779399,-1501498.921986671,-1222380.4649927146,-1223275.1229180682,-1737671.7605170764,-1738543.1252316989,-85281.81957678715,-84932.10041286347,-1620173.4011063897,-1622950.6683707552,-3053763.1539872084,-3054464.526952831,-2116197.98411006,-2116659.593413723,-2144498.894722253,-2144892.026898422,-2324682.7957840883,-2324821.2064032974,-2127058.2712498754,-2127471.3465680485,-45232.78252808835,-44889.85398569478,-2544261.0615329472,-2544323.489147293,-152697.3566001807,-152604.99811489557,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679433154.1480563,1679433155.145367,0.004016064257028112,0.0
21,130.308,130.9718875502008,-414019.932034012,-412923.56981233734,-4527.249637456,-3657.5360522088354,-1551828.036287804,-1552500.6585200804,-1503532.2780052081,-1504183.2189203333,-1225397.6821181397,-1226376.4398489678,-1741012.064816,-1741678.9661823574,-82995.564817844,-82150.00301735743,-1628197.827362752,-1630631.3180670643,-3056115.096582772,-3056718.147242807,-2117900.621640772,-2118233.931801984,-2145969.431635076,-2146234.5125265014,-2325144.86040412,-2325172.584443678,-2128652.180511024,-2128908.625136522,-42094.041835548,-41300.44389619678,-2544565.9905154677,-2544517.366562924,-151983.04247650402,-151741.38056873495,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679433157.758193,1679433158.7573204,0.008,0.0
22,127.17131474103586,127.236,-411935.0304146693,-411895.08365335205,-2279.90999274502,-2228.6455904120003,-1554388.307077207,-1555683.077059164,-1505957.6108139083,-1506990.4912698842,-1228316.982574952,-1229348.125856896,-1743696.7932218406,-1745045.547610008,-81239.50649121913,-81156.369585516,-1637972.5774593386,-1641243.2459882682,-3058268.571339438,-3059161.571402756,-2119240.4601342827,-2119934.17619878,-2147081.7823416935,-2147691.678248828,-2325270.3094590716,-2325613.901569136,-2129764.4771289406,-2130477.5205227803,-40385.10908484861,-40051.236874012,-2544481.0077796136,-2544735.07913766,-151287.89312494823,-151343.4986286,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679433161.368164,1679433162.3701236,0.01195219123505976,0.0
23,130.068,130.69076305220884,-411821.254232072,-411638.2012395542,-2517.762007432,-2291.2703223855424,-1557624.51811126,-1558507.0796128793,-1508740.9418512797,-1509507.3075023415,-1230966.8971260642,-1231854.851337723,-1747109.664334028,-1748014.8142866867,-80844.525199496,-80607.15958353814,-1648121.7310573722,-1651210.673674735,-3060427.9733214434,-3061153.308563514,-2120848.863226024,-2121303.564192574,-2148516.418995452,-2148898.627181474,-2325673.980912452,-2325823.2604212733,-2131332.4929872165,-2131733.7499094256,-39878.72789846,-39630.47020309237,-2544670.4014146645,-2544719.0816311566,-151232.52382665998,-151145.63279136948,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679433164.9733634,1679433165.973478,0.016,0.0
24,127.01195219123505,127.044,-411762.61457906774,-410923.192611108,-2772.342254346613,-2876.294002084,-1560605.7879991315,-1557319.2161702241,-1511487.0548168565,-1510032.9878370042,-1233841.3699187092,-1231647.457319208,-1750295.8317791952,-1747738.187520276,-80627.96276290837,-79620.126678952,-1658999.1238529047,-1660126.956716412,-3062803.462807243,-3061503.8911704924,-2122402.8832518687,-2120997.86102744,-2149826.569436785,-2148481.885013816,-2326057.141444757,-2324407.815028152,-2132684.8388686576,-2130146.8191322084,-39292.48386283267,-38670.474132384,-2544723.7872629166,-2541997.8458878603,-151092.9467308805,-150019.73819964,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679433168.575923,1679433169.5808136,0.0199203187250996,0.0
25,127.50996015936255,127.60956175298804,-284179.2112940518,-284130.07877579285,-4906.500350645419,-4731.605341525897,-830801.1740000038,-831665.7109792748,129576.90247681674,125076.45228668925,-887507.2169894462,-888179.085849769,-1065302.2757520995,-1066285.0372523228,-1104867.9282094145,-1106180.866472948,-1369502.7200088885,-1371592.3363324942,-3689201.473709892,-3688436.924365235,-3021217.147109725,-3019466.2735214904,-3028336.574885223,-3026594.374130048,-2783266.6557623264,-2781708.0933775255,-2775118.373093239,-2773209.024746287,-81042.81185243427,-80114.0407683028,-2851595.3871598127,-2849580.423881621,-2542561.7833455615,-2541970.780425167,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429538.768136,1679429539.770861,0.00398406374501992,0.0
26,130.404,128.5,-283837.309817952,-283867.58659692004,-3966.142173544,-4071.2354268279996,-835502.8304461159,-834476.984080932,114033.604149076,109695.81505011201,-891191.699646936,-890228.5526071321,-1070059.483296816,-1069258.378178884,-1111492.817579848,-1110189.935468436,-1378270.0486505118,-1378686.529241344,-3687706.6037305156,-3685360.288543724,-3016202.0664455956,-3012864.9924832676,-3023309.22166218,-3020056.9655963117,-2778940.995566988,-2775821.8178536557,-2770290.9906257237,-2765230.740932328,-78023.86665626001,-77173.87022660402,-2845623.758032756,-2842081.544408984,-2541683.9050869998,-2539559.3399476404,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429542.3781893,1679429543.3765445,0.008,0.0
27,127.27091633466135,127.37051792828686,-283967.2483655458,-284015.66491561354,-3937.72053450996,-3975.134683219124,-839040.0661885777,-841787.7940963984,99458.00198215935,95661.64563428685,-893857.6777894621,-895810.7365310638,-1073707.6529946334,-1076039.3862638287,-1116631.8675315618,-1120075.8521010876,-1385971.4596769402,-1389356.4185433388,-3685220.1646021428,-3685663.9665919323,-3010262.2839444103,-3009735.936160908,-3017410.363272422,-3016839.39891349,-2773682.061749251,-2773357.901256295,-2763123.601339729,-2763343.4762514103,-74977.70179286454,-74610.36948439442,-2838744.5140288053,-2837963.51237547,-2539896.616191992,-2540514.999019781,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429545.9831014,1679429546.985887,0.01195219123505976,0.0
28,130.63453815261045,131.33870967741936,-284057.6388416988,-283856.08109555644,-3908.131961919679,-3574.3013439798387,-845446.926530739,-846898.354604738,86185.34279643775,82868.36072866936,-898393.1269510763,-899386.5177265565,-1079375.3892372493,-1080650.64419727,-1124729.9850023855,-1126465.6370510082,-1395581.8189673973,-1397962.3203290363,-3684497.669968719,-3684042.1240860764,-3006045.734310442,-3004635.7222380484,-3013144.1054443815,-3011732.614525746,-2770172.39622943,-2768947.4593722858,-2759706.018998815,-2758343.7752191448,-73267.01690081929,-72656.04552660887,-2833664.834778249,-2832019.2008925606,-2539837.225814144,-2539576.928613214,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429549.594313,1679429550.59163,0.01606425702811245,0.0
29,127.02,127.12048192771084,-284031.63051981997,-283826.9365230683,-3753.687590816,-3249.008640714859,-850346.0503037119,-849337.0930760603,74235.32536450002,71307.08022071485,-902007.916928252,-901378.6887755301,-1084017.868044088,-1083588.6338214618,-1131109.6362006478,-1130154.724297534,-1404220.387485096,-1404940.5320725504,-3682904.6550875683,-3680908.419303731,-3001001.778006784,-2998066.8078553937,-3008094.1746347323,-3005233.7961518676,-2765811.7782845357,-2763050.6650987794,-2754475.2402871917,-2750160.055366317,-71472.074684136,-70524.43954389557,-2827810.695148756,-2824654.4878832293,-2538963.8229565313,-2537211.6638789233,0.0,0.0,0.0,0.0,0.0,0.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679429553.204093,1679429554.2029092,0.02,0.0
